Type d'activité,Date,Favori,Titre,Distance,Calories,Durée,Fréquence cardiaque moyenne,Fréquence cardiaque maximale,TE aérobie,Cadence de course moyenne,Cadence de course maximale,Allure moyenne,Meilleure allure,Ascension totale,Descente totale,Longueur moyenne des foulées,Rapport vertical moyen,Oscillation verticale moyenne,Temps de contact moyen avec le sol,Equilibre TCS moyen,Training Stress Score® (TSS®),Puissance moy.,Puissance max.,Difficulté,Constance,Nombre total de coups,SWOLF moyen,Fréquence moy. des coups,Total répétitions,Total séries,Temps de plongée,Température minimale,Intervalle à la surface,Décompression,Temps du meilleur circuit,Nombre de tours,Température maximale,Fréquence respiratoire moyenne,Fréquence respiratoire minimale,Fréquence respiratoire maximale,Temps de déplacement,Temps écoulé,Altitude minimale,Altitude maximale
Course à pied,2023-04-15 19:08:29,false,"Paris Course à pied","7.10","524","00:38:08","153","178","3.0","161","194","5:22","4:18","43","56","1.13","10.1","11.4","262","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:00:31.4","8","26.0","27","15","39","00:37:10","00:38:08","29","70"
Course à pied,2023-04-09 17:51:18,false,"Paris Course à pied","7.01","538","00:35:57","161","187","3.3","165","213","5:08","3:43","45","44","1.18","9.6","11.1","259","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","00:00:02.2","8","27.0","33","17","41","00:35:55","00:35:57","21","56"
Course à pied,2023-04-04 18:50:57,false,"Paris - Base","6.32","445","00:32:45","149","165","2.7","165","173","5:11","3:47","27","25","1.13","9.9","11.2","259","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Non","00:01:43.8","7","27.0","27","19","35","00:32:25","00:32:45","49","58"
Marche à pied,2023-03-29 21:38:38,false,"Paris Marche à pied","1.70","118","00:16:33","109","129","0.4","115","244","9:45","6:15","20","4","0.89","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","00:07:02.3","2","23.0","--","--","--","00:16:02","00:16:33","8","28"
Course à pied,2023-03-29 17:24:35,false,"Paris Course à pied","7.59","587","00:40:08","159","183","3.3","165","176","5:17","4:18","82","82","1.13","10.0","11.2","256","49.2% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:03:06.7","8","27.0","32","21","39","00:39:27","00:40:08","13","35"
Course à pied,2023-03-24 18:04:35,false,"Tours Course à pied","9.65","692","00:47:51","151","184","3.6","168","185","4:58","3:29","55","54","1.19","9.4","11.2","256","48.8% G / 51.2% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:01:34.3","12","27.0","30","14","42","00:47:48","00:47:51","-26","-14"
Course à pied,2023-03-23 17:49:48,false,"Tours Course à pied","8.01","553","00:44:04","131","145","2.6","165","168","5:30","5:06","9","10","1.10","9.7","10.9","266","49.1% G / 50.9% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:00:00.7","9","25.0","29","15","39","00:44:02","00:44:04","49","54"
Course à pied,2023-03-22 18:03:02,false,"Tours - Base","8.00","550","00:41:12","140","156","2.8","165","249","5:09","3:38","45","42","1.17","9.6","11.2","261","48.9% G / 51.1% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:00:00.8","9","27.0","25","17","34","00:41:04","00:41:12","-19","-10"
Course à pied,2023-03-21 19:09:11,false,"Tours Course à pied","1.18","96","00:06:20.5","163","171","1.9","164","174","5:22","2:39","10","4","1.13","9.4","10.8","264","48.6% G / 51.4% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Non","00:00:53.6","2","21.0","34","28","38","00:06:20.5","00:06:20.5","48","114"
Musculation,2023-03-21 18:57:18,false,"Musculation","0.00","147","00:11:35","139","166","1.8","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","54","11","0:00","20.0","0:00","Non","00:11:35","1","21.0","28","23","35","00:01:57.2","00:11:35","--","--"
Course à pied,2023-03-21 18:18:11,false,"Tours Course à pied","8.11","570","00:37:10","157","191","3.8","168","180","4:35","3:50","33","37","1.28","8.8","11.3","252","49.0% G / 51.0% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:00:02.8","12","27.0","32","17","44","00:37:07","00:37:10","-20","-9"
Course à pied,2023-03-20 18:13:57,false,"Tours - Base","8.08","555","00:41:22","140","154","2.9","165","169","5:07","4:53","4","14","1.18","9.6","11.4","259","49.1% G / 50.9% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:00:25.3","9","25.0","24","15","34","00:41:20","00:41:22","-20","-12"
Course à pied,2023-03-19 16:39:04,false,"Tours Course à pied","8.04","570","00:40:38","147","162","3.1","167","234","5:03","1:45","40","42","1.18","9.4","11.3","253","49.0% G / 51.0% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:00:10.9","9","28.0","29","19","37","00:40:31","00:40:38","-19","-10"
Course à pied,2023-03-11 17:17:45,false,"Dompierre-sur-Yon - Seuil 2x10' r:2'30","10.96","789","00:56:32","152","184","3.7","167","182","5:09","3:58","64","64","1.14","9.7","11.1","255","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:01:12.0","14","25.0","30","17","42","00:56:29","00:56:32","66","85"
Course à pied,2023-03-10 15:46:20,false,"Dompierre-sur-Yon - AS 10 : 4x1km @ 4'00/km r : 2'00","10.15","766","00:58:21","149","191","3.5","155","191","5:45","3:02","54","51","1.09","9.5","10.1","273","49.6% G / 50.4% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Non","00:02:00","14","24.0","30","14","44","00:57:40","00:58:21","69","87"
Course à pied,2023-03-09 18:09:45,false,"Dompierre-sur-Yon Course à pied","7.78","556","00:40:23","144","159","3.0","166","177","5:11","4:55","37","37","1.16","9.7","11.5","257","49.8% G / 50.2% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:04:03.5","8","25.0","28","18","35","00:40:21","00:40:23","74","88"
Course à pied,2023-03-08 17:36:03,false,"Dompierre-sur-Yon Course à pied","7.26","528","00:41:55","138","152","2.5","162","167","5:47","5:10","55","55","1.07","10.3","11.2","272","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:01:26.4","8","26.0","27","20","35","00:41:53","00:41:55","69","87"
Course à pied,2023-03-07 17:59:30,false,"Dompierre-sur-Yon Course à pied","8.59","671","00:51:14","150","196","3.3","155","199","5:58","2:37","56","52","1.06","9.8","10.0","284","49.9% G / 50.1% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:00:52.5","11","24.0","30","19","46","00:50:43","00:51:14","67","87"
Course à pied,2023-03-06 17:39:27,false,"Dompierre-sur-Yon Course à pied","8.18","588","00:45:24","141","155","2.8","165","174","5:33","4:54","41","40","1.09","9.9","11.0","266","49.8% G / 50.2% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:01:03.1","9","25.0","26","15","34","00:45:22","00:45:24","70","85"
Course à pied,2023-03-04 17:56:05,false,"Dompierre-sur-Yon Course à pied","10.18","745","00:51:43","155","182","3.7","168","181","5:05","3:58","59","58","1.16","9.4","11.0","255","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:00:02.2","13","25.0","31","19","42","00:51:39","00:51:43","67","86"
Course à pied,2023-03-03 17:35:40,false,"Dompierre-sur-Yon Course à pied","9.88","753","00:52:30","161","202","3.9","164","187","5:19","3:13","58","57","1.12","9.5","10.7","263","49.3% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:00:01.4","16","25.0","33","19","44","00:52:17","00:52:30","65","85"
Course à pied,2023-03-02 17:50:34,false,"Dompierre-sur-Yon Course à pied","7.33","531","00:40:20","141","158","2.8","165","172","5:30","4:50","46","48","1.10","9.6","10.7","270","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","00:01:44.2","8","25.0","28","17","34","00:40:17","00:40:20","66","85"
Course à pied,2023-03-01 18:08:42,false,"Dompierre-sur-Yon Course à pied","7.08","488","00:36:55","153","173","3.1","167","174","5:13","4:24","56","57","1.12","9.5","11.1","257","49.8% G / 50.2% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:00:25.0","8","25.0","29","20","37","00:36:53","00:36:55","111","140"
Course à pied,2023-02-28 18:02:44,false,"Tours Course à pied","6.34","459","00:31:42","150","166","3.1","169","189","5:00","3:08","36","38","1.19","8.7","10.7","256","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:01:48.5","7","24.0","25","15","39","00:31:13","00:31:42","75","85"
Course à pied,2023-02-23 16:34:40,false,"Tours Course à pied","10.08","722","00:51:56","146","162","3.2","167","199","5:09","3:53","58","59","1.16","9.3","11.0","255","49.8% G / 50.2% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:00:29.0","11","28.0","28","19","36","00:51:54","00:51:56","43","56"
Course à pied,2023-02-22 16:34:14,false,"Tours Course à pied","9.26","671","00:47:19","152","185","3.6","167","254","5:06","4:01","43","46","1.16","9.7","11.3","255","49.6% G / 50.4% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:00:02.3","13","29.0","31","18","42","00:47:17","00:47:19","46","55"
Course à pied,2023-02-21 16:50:34,false,"Tours Course à pied","4.63","368","00:25:31","162","181","2.8","165","193","5:30","4:42","19","19","1.10","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:03:28.0","5","24.0","--","--","--","00:25:17","00:25:31","46","55"
Musculation,2023-02-21 16:33:44,false,"Musculation","0.00","195","00:16:37","134","148","1.8","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","195","13","0:00","20.0","0:00","Non","00:16:37","1","24.0","--","--","--","00:04:33.4","00:16:37","--","--"
Course à pied,2023-02-21 16:14:10,false,"Tours Course à pied","3.37","243","00:17:02","145","166","2.5","166","177","5:03","3:39","14","20","1.19","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Non","00:01:50.5","4","26.0","--","--","--","00:16:40","00:17:02","45","54"
Course à pied,2023-02-20 16:25:44,false,"Tours Course à pied","8.06","604","00:42:55","149","163","3.2","167","174","5:20","4:36","9","12","1.12","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:00:16.8","9","28.0","--","--","--","00:42:00","00:42:55","77","83"
Course à pied,2023-02-15 17:44:16,false,"Paris - Base","7.64","597","00:40:55","156","169","3.3","165","239","5:21","4:11","44","43","1.14","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:03:22.6","8","25.0","--","--","--","00:39:45","00:40:55","66","81"
Course à pied,2023-02-14 16:52:46,false,"Paris Course à pied","9.54","778","00:51:19","168","199","3.9","163","185","5:23","3:55","60","61","1.14","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","-74.0","0:00","Non","00:03:49.8","10","25.0","--","--","--","00:49:07","00:51:19","64","84"
Course à pied,2023-02-12 13:59:36,false,"Dompierre-sur-Yon - Base","5.56","428","00:29:04","153","172","3.0","167","177","5:14","4:04","41","41","1.14","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:02:56.5","6","27.0","--","--","--","00:28:59","00:29:04","65","83"
Course à pied,2023-02-10 18:22:21,false,"Dompierre-sur-Yon Course à pied","6.94","515","00:37:58","149","175","2.8","166","176","5:28","4:06","66","65","1.10","9.9","11.0","264","49.7% G / 50.3% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","00:05:09.2","7","25.0","26","15","40","00:37:51","00:37:58","61","88"
Course à pied,2023-02-09 17:40:25,false,"Dompierre-sur-Yon Course à pied","11.74","896","01:00:09","162","197","4.0","168","190","5:07","3:23","73","73","1.15","9.4","10.7","256","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:04:04.4","12","24.0","32","20","45","01:00:03","01:00:09","60","88"
Course à pied,2023-02-08 15:35:25,false,"Dompierre-sur-Yon - Base","7.16","535","00:38:10","154","176","3.1","168","178","5:20","4:10","52","51","1.12","9.5","10.8","259","49.2% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:00:52.1","8","26.0","27","15","40","00:38:07","00:38:10","62","90"
Course à pied,2023-02-07 17:40:00,false,"Dompierre-sur-Yon Course à pied","7.88","603","00:41:01","162","197","3.4","166","191","5:12","3:04","58","60","1.14","9.3","10.6","265","49.3% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:04:05.2","8","25.0","34","19","44","00:40:59","00:41:01","58","87"
Course à pied,2023-02-06 15:37:55,false,"Dompierre-sur-Yon Course à pied","7.48","563","00:40:31","153","170","3.0","167","174","5:25","4:54","42","42","1.10","9.5","10.7","264","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:02:32.8","8","25.0","30","19","37","00:40:29","00:40:31","69","87"
Course à pied,2023-02-04 15:32:07,false,"Dompierre-sur-Yon Course à pied","7.01","505","00:38:31","145","161","2.6","168","172","5:29","4:56","42","42","1.09","9.9","10.9","260","49.0% G / 51.0% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:00:04.7","8","26.0","24","16","34","00:38:29","00:38:31","69","85"
Cyclisme,2023-01-31 13:09:42,false,"La Roche-sur-Yon Cyclisme","8.10","301","00:21:41","148","168","2.5","--","--","22.4","42.9","98","84","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:00:18.5","9","19.0","34","21","41","00:21:19","00:21:41","59","86"
Course à pied,2023-01-31 12:03:24,false,"La Roche-sur-Yon - VMA : 2x(6x300m) @100% VMA r:100","10.00","812","00:59:02","157","197","3.8","154","202","5:54","2:53","60","57","1.08","9.4","9.6","276","49.2% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:00:02.6","32","21.0","30","18","44","00:55:24","00:59:02","65","76"
Cyclisme,2023-01-31 11:37:49,false,"Dompierre-sur-Yon Cyclisme","8.37","277","00:21:18","144","163","2.3","--","--","23.6","41.1","76","89","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:01:41.4","9","25.0","30","20","36","00:20:17","00:21:18","58","85"
Course à pied,2023-01-30 15:43:04,false,"Dompierre-sur-Yon Course à pied","8.23","599","00:43:50","149","173","3.0","169","180","5:19","4:23","40","42","1.11","9.6","10.8","257","49.2% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:01:16.6","9","26.0","26","18","37","00:43:48","00:43:50","62","88"
Nat. piscine,2023-01-28 10:12:31,false,"En piscine","1,500","355","00:43:08","129","170","2.5","--","--","1:59","1:44","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","730","84","25","0","--","0:00","0.0","0:00","Non","00:00:07.3","34","0.0","--","--","--","00:29:41","00:44:12","--","--"
Course à pied,2023-01-27 15:11:05,false,"Dompierre-sur-Yon Course à pied","7.13","520","00:38:37","147","176","2.9","168","175","5:25","4:10","61","61","1.10","9.6","10.7","262","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","00:00:47.6","8","25.0","23","13","39","00:38:34","00:38:37","60","87"
Course à pied,2023-01-26 10:53:25,false,"AS 10 : 4x1km @ 4'00/km r : 2'00","10.58","817","01:03:57","149","191","3.5","154","191","6:03","3:26","63","64","1.05","9.2","9.5","275","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","Non","00:00:07.9","15","22.0","30","19","43","01:03:18","01:03:57","69","85"
Nat. piscine,2023-01-25 14:11:49,false,"En piscine","1,700","327","00:48:31","128","167","2.5","--","--","1:58","1:43","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","675","83","24","0","--","0:00","0.0","0:00","Non","00:00:04.7","43","0.0","--","--","--","00:33:28","00:50:14","--","--"
Course à pied,2023-01-24 15:47:35,false,"Dompierre-sur-Yon Course à pied","7.68","563","00:48:00","136","153","2.4","164","168","6:15","5:31","58","58","0.97","10.2","10.1","278","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","Non","00:04:19.9","8","24.0","28","22","36","00:47:57","00:48:00","58","86"
Musculation,2023-01-23 18:31:01,false,"Musculation","0.00","269","00:34:42","115","151","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","215","12","0:00","24.0","0:00","Non","00:34:42","1","25.0","--","--","--","00:15:13","00:34:45","--","--"
Course à pied,2023-01-23 11:02:29,false,"Dompierre-sur-Yon Course à pied","7.50","538","00:43:34","138","167","2.6","167","193","5:49","3:17","41","40","1.03","9.9","10.4","263","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","Non","00:02:52.0","8","22.0","31","19","40","00:43:32","00:43:34","69","85"
Course à pied,2023-01-22 16:08:33,false,"SL Seuil : 2x10' @4’20/km r:2'30","11.46","828","01:00:08","153","182","3.7","170","185","5:15","4:06","73","74","1.12","9.2","10.4","260","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","8.0","0:00","Non","00:01:10.5","15","23.0","30","17","42","00:59:56","01:00:08","67","87"
Rameur d'intérieur,2023-01-21 16:06:10,false,"Rameur d'intérieur","--","53","00:05:28.3","121","155","0.5","--","--","--","2:31","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","113","0","0","0","--","0:00","23.0","0:00","Non","00:05:28.3","1","24.0","25","19","31","00:02:05","00:05:28.3","--","--"
Nat. piscine,2023-01-21 10:17:04,false,"En piscine","1,500","274","00:46:18","135","170","2.5","--","--","1:54","1:41","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","579","81","25","0","--","0:00","0.0","0:00","Non","00:00:00.7","27","0.0","--","--","--","00:28:38","01:03:54","--","--"
Course à pied,2023-01-20 10:55:51,false,"Dompierre-sur-Yon - AS 10 : 2x1,5km + 2x1km @4'00/km","11.45","886","01:05:15","154","194","3.9","160","190","5:42","3:24","64","64","1.07","9.2","9.7","273","49.2% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Non","00:01:56.4","16","23.0","31","17","47","01:04:28","01:05:15","64","85"
Course à pied,2023-01-19 10:05:40,false,"Dompierre-sur-Yon Course à pied","7.93","582","00:45:51","137","156","2.6","166","171","5:47","5:15","47","43","1.04","9.9","10.4","269","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","Non","00:05:32.2","8","24.0","27","15","35","00:45:49","00:45:51","68","87"
Cyclisme,2023-01-18 15:48:53,false,"Dompierre-sur-Yon Cyclisme","26.73","682","01:03:48","137","154","2.5","--","--","25.1","42.1","189","189","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","8.0","0:00","Non","00:01:43.4","27","22.0","29","22","38","01:03:38","01:03:48","55","89"
Nat. piscine,2023-01-18 14:13:19,false,"En piscine","1,700","394","00:49:16","139","180","3.1","--","--","1:55","1:33","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","826","82","25","0","--","0:00","0.0","0:00","Non","00:00:14.4","38","0.0","--","--","--","00:32:31","00:50:14","--","--"
Course à pied,2023-01-17 11:10:58,false,"AS 5 : 10x400m @3'46/km r : 1'30","11.29","910","01:07:26","152","192","3.8","159","197","5:58","2:57","65","63","1.03","10.0","9.9","274","49.1% G / 50.9% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Non","00:00:45.8","27","23.0","30","12","46","01:06:55","01:07:26","69","88"
Course à pied,2023-01-16 10:35:28,false,"Dompierre-sur-Yon Course à pied","6.86","511","00:40:33","138","151","2.6","167","173","5:54","5:04","43","45","1.02","10.1","10.5","267","49.0% G / 51.0% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","00:05:20.2","7","24.0","27","18","33","00:40:31","00:40:33","64","87"
Nat. piscine,2023-01-14 10:14:47,false,"En piscine","1,700","389","00:50:23","137","166","2.9","--","--","1:54","1:27","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","839","82","26","0","--","0:00","0.0","0:00","Non","00:00:10.6","34","0.0","--","--","--","00:32:25","00:53:18","--","--"
Course à pied,2023-01-13 09:03:55,false,"Dompierre-sur-Yon - AS 10 : 2x1,5km + 2x1km @4'00/km","12.32","949","01:11:51","153","197","4.0","159","195","5:50","3:11","69","73","1.06","9.9","10.3","268","49.2% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:01:59.3","17","24.0","31","14","45","01:10:46","01:11:51","63","84"
Course à pied,2023-01-12 15:47:50,false,"Dompierre-sur-Yon Course à pied","4.29","332","00:24:06","149","169","2.5","165","184","5:37","4:48","57","56","1.08","10.1","11.0","267","49.8% G / 50.2% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:01:41.5","5","26.0","27","17","37","00:24:03","00:24:06","60","86"
Nat. piscine,2023-01-12 11:42:33,false,"En piscine","1,500","355","00:50:41","129","168","2.6","--","--","1:54","1:30","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","726","81","26","0","--","0:00","0.0","0:00","Non","00:00:27.0","42","0.0","--","--","--","00:28:25","00:52:45","--","--"
Cyclisme,2023-01-11 11:48:23,false,"Dompierre-sur-Yon Cyclisme","26.93","743","01:02:40","140","160","2.8","--","--","25.8","46.3","188","188","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:01:31.3","27","24.0","32","22","40","01:02:33","01:02:40","59","89"
Course à pied,2023-01-10 10:48:54,false,"VMA : 2x(6x200m) @105% r : 40'' R : 3’00","10.35","835","01:04:05","150","199","3.8","156","198","6:12","2:32","94","91","1.02","10.1","9.9","277","49.6% G / 50.4% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:00:36.7","33","24.0","30","13","48","01:03:33","01:04:05","60","89"
Musculation,2023-01-09 18:03:00,false,"Musculation","0.00","173","00:28:23","99","132","0.5","--","--","--","--","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","151","11","0:00","25.0","0:00","Non","00:28:23","1","26.0","--","--","--","00:12:01","00:28:23","--","--"
Course à pied,2023-01-09 10:22:16,false,"40’ EF","7.08","524","00:40:19","137","154","2.7","165","188","5:42","4:54","48","52","1.06","10.2","11.0","262","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:00:27.9","8","25.0","27","19","36","00:40:17","00:40:19","61","84"
Marche à pied,2023-01-08 10:40:48,false,"Tours Marche à pied","2.79","197","00:39:40","94","111","0.4","94","152","14:14","9:12","11","7","0.75","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:12:32","3","28.0","--","--","--","00:35:03","00:39:40","47","56"
Course à pied,2023-01-06 10:43:32,false,"AS 10 : 4x1km @ 4'00/km r : 2'00","11.43","901","01:06:54","150","194","3.9","158","192","5:51","2:57","85","84","1.06","9.9","10.1","277","49.2% G / 50.8% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:02:00","15","26.0","31","14","44","01:06:23","01:06:54","66","85"
Cyclisme,2023-01-05 14:54:38,false,"Dompierre-sur-Yon Cyclisme","21.93","574","00:49:59","137","152","2.5","--","--","26.3","41.3","114","116","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:04:16.9","5","28.0","31","22","36","00:49:57","00:49:59","57","87"
Course à pied,2023-01-05 10:53:26,false,"45’ EF","7.90","592","00:44:34","141","161","3.0","165","171","5:39","5:00","48","47","1.07","10.2","11.2","262","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:05:25.7","8","25.0","28","17","36","00:44:27","00:44:34","65","86"
Nat. piscine,2023-01-04 14:27:31,false,"En piscine","1,500","360","00:50:26","127","166","2.3","--","--","1:55","1:32","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","724","82","25","0","--","0:00","0.0","0:00","Non","00:00:00.3","42","0.0","--","--","--","00:28:43","00:51:14","--","--"
Course à pied,2023-01-03 10:47:04,false,"VMA : 2x(6x30''/30'') @ 105%","8.47","680","00:53:50","145","197","3.5","156","201","6:21","2:49","50","49","1.00","10.3","9.5","287","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:00:05.4","33","25.0","30","17","45","00:53:30","00:53:50","65","86"
Course à pied,2023-01-02 15:29:16,false,"40’ EF","7.48","548","00:40:25","140","158","3.0","169","174","5:24","4:51","40","41","1.10","9.8","10.9","256","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:02:40.5","8","29.0","28","19","36","00:40:22","00:40:25","68","85"
Course à pied,2022-12-26 11:33:38,false,"Audierne Course à pied","15.00","1,185","01:23:23","148","177","4.0","168","241","5:33","3:42","181","183","1.07","10.0","11.0","254","49.6% G / 50.4% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:00:00.6","16","28.0","29","15","39","01:23:20","01:23:23","-1","48"
Course à pied,2022-12-25 11:46:55,false,"Audierne Course à pied","8.24","663","00:47:34","148","167","3.3","165","199","5:46","3:43","94","92","1.05","10.0","10.7","268","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:01:19.3","9","28.0","30","22","39","00:47:33","00:47:34","--","48"
Course à pied,2022-12-24 17:44:14,false,"Audierne Course à pied","0.32","25","00:01:45.3","138","150","0.6","153","172","5:26","4:49","1","3","1.20","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","00:01:45.3","1","24.0","--","--","--","00:01:41","00:01:45.3","44","47"
Course à pied,2022-12-24 11:11:36,false,"Audierne Course à pied","1.73","122","00:09:49.6","124","139","1.7","165","177","5:41","4:35","15","38","1.06","9.6","10.3","274","49.5% G / 50.5% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:04:04.2","2","25.0","30","20","37","00:09:49","00:09:49.6","20","48"
